hsn_code,description,gst_rate
Any,"Puja samagri namely,-
(i) Rudraksha, rudraksha mala, tulsi kanthi mala, panchgavya (mixture of cowdung, desi ghee, milk and curd);
(ii) Sacred thread (commonly known as yagnopavit);
(iii) Wooden khadau;
(iv) Panchamrit,
(v) Vibhuti
(vi) Unbranded honey [proposed GST Nil]
(vii) Wick for diya.
(viii) Roli
(ix) Kalava (Raksha sutra)
(x) Chandan tika",0.0
Any,Parts for manufacture of hearing aids,0.0
Any,"Parts of goods of headings 8901, 8902, 8904, 8905, 8906,
8907",0.05
Any,"Permanent transfer of Intellectual Property
(IP) right",0.18
Any,"Supply of gift items received by the President, Prime Minister, Governor or Chief Minister of any State or Union territory, or any public servant, by way of public
auction by the Government, where auction proceeds are to be used for public or charitable cause",0.0
Any,"Rosaries, prayer beads or Hawan samagri",0.05
Any,"Supply of any goods other than capital
goods and cement falling under chapter heading 2523 in the first schedule to the Customs Tariff Act, 1975 (51 of 1975), by an unregistered person to a promoter for construction of the project on which tax is payable by the promoter as recipient of goods under sub- section 4 of section 9 of the Central Goods and Services Tax Act, 2017 (12 of 2017), as prescribed in notification No. 07 / 2019- Central Tax (Rate), dated 29th March, 2019, published in Gazette of India vide G.S.R. No. _, dated 29th March, 2019
Explanation. For the purpose of this entry,–
(i) the term “promoter” shall have the same meaning as assigned to it in in clause (zk) of section 2 of the Real Estate (Regulation and Development) Act, 2016 (16 of 2016).
(ii) “project” shall mean a Real Estate Project (REP) or a Residential Real Estate Project (RREP).
(iii) the term “Real Estate Project (REP)” shall have the same meaning as assigned to it in in clause (zn) of section 2 of the Real Estate (Regulation and Development) Act, 2016 (16 of 2016).
(iv) “Residential Real Estate Project (RREP)” shall mean a REP in which the carpet area of the commercial apartments is not more than 15 per cent. of the total carpet area of all the apartments in the REP.
(v) This entry is to be taken to apply to all goods which satisfy the conditions prescribed herein, even though they may be covered by a more specific chapter/
heading/ sub heading or tariff item elsewhere in this notification",0.18
Any,Rakhi (other than those made of goods falling under Chapter 71),0.0
Any,"Goods which are not specified in Schedule I, II, IV, V or VI",0.18
Chapter,"Supply of any goods other than capital
goods and cement falling under chapter heading 2523 in the first schedule to the Customs Tariff Act, 1975 (51 of 1975), by an unregistered person to a promoter for construction of the project on which tax is payable by the promoter as recipient of goods under sub- section 4 of section 9 of the Central Goods and Services Tax Act, 2017 (12 of 2017), as prescribed in notification No. 07 / 2019- Central Tax (Rate), dated 29th March, 2019, published in Gazette of India vide G.S.R. No. _, dated 29th March, 2019
Explanation. For the purpose of this entry,–
(i) the term “promoter” shall have the same meaning as assigned to it in in clause (zk) of section 2 of the Real Estate (Regulation and Development) Act, 2016 (16 of 2016).
(ii) “project” shall mean a Real Estate Project (REP) or a Residential Real Estate Project (RREP).
(iii) the term “Real Estate Project (REP)” shall have the same meaning as assigned to it in in clause (zn) of section 2 of the Real Estate (Regulation and Development) Act, 2016 (16 of 2016).
(iv) “Residential Real Estate Project (RREP)” shall mean a REP in which the carpet area of the commercial apartments is not more than 15 per cent. of the total carpet area of all the apartments in the REP.
(v) This entry is to be taken to apply to all goods which satisfy the conditions prescribed herein, even though they may be covered by a more specific chapter/
heading/ sub heading or tariff item elsewhere in this notification",0.18
Chapter,"Blood glucose monitoring system
(Glucometer) and test strips",0.12
Chapter,"Drugs or medicines including their salts and esters and
diagnostic test kits, specified in List 1 appended to this Schedule",0.05
Chapter,"Actionable claim in the form of chance to win
in betting, gambling, or horse racing in race club",0.28
Chapter,"Permanent transfer of Intellectual Property
(IP) right",0.18
Chapter,"Resin bonded bamboo mat board, with or
without veneer in between",0.18
Chapter,Bamboo flooring tiles,0.18
Chapter,"Patent Ductus Arteriousus / Atrial Septal
Defect occlusion device",0.12
Chapter,"Assistive devices, rehabilitation aids and other goods for disabled, specified in List 3 appended to this Schedule",0.05
Chapter,"Rosaries, prayer beads or Hawan samagri",0.05
Chapter,"Goods which are not specified in Schedule I, II, IV, V or VI",0.18
Chapter,"Supply of gift items received by the President, Prime Minister, Governor or Chief Minister of any State or Union territory, or any public servant, by way of public
auction by the Government, where auction proceeds are to be used for public or charitable cause",0.0
Chapter,"Parts of the following goods, namely:-
(i) Crutches;
(ii) Wheel chairs;
(iii) Walking frames;
(iv) Tricycles;
(v) Braillers; and
(vi) Artificial limbs",0.05
Chapter,"The following goods, namely: —
a. Cement Bonded Particle Board;
b. Jute Particle Board;
c. Rice Husk Board;
d. Glass-fibre Reinforced Gypsum Board (GRG)
e. Sisal-fibre Boards;
f. Bagasse Board; and
g. Cotton Stalk Particle Board
h. Particle/fibre board manufactured from agricultural crop residues",0.12
Chapter,Rakhi (other than those made of goods falling under Chapter 71),0.0
Chapter,Parts for manufacture of hearing aids,0.0
Chapter,Artificial kidney,0.05
[1404,"Vegetable products not elsewhere specified or included such as, Cotton linters, Soap nuts, Hard seeds, pips, hulls and nuts, of a kind used primarily for carving, Rudraksha seeds [other than bidi wrapper leaves (tendu), betel leaves, Indian katha, coconut shell, unworked",0.05
[2302,"De-oiled rice bran
Explanation: The exemption applies to de-oiled rice bran falling under heading 2306 with effect
from 25th January, 2018",0.0
[2515,"Ecaussine and other calcareous monumental or building stone alabaster [other than marble and travertine], other than mirror polished stone which is ready to use",0.05
[3304,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), including sunscreen or sun tan preparations; manicure or pedicure
12 preparations other than kajal, Kumkum, Bindi, Sindur, Alta",0.18
[3306,"Preparations for oral or dental hygiene, including denture fixative pastes and powders; yarn used to clean between the teeth (dental floss), in individual retail
packages [other than tooth powder]",0.18
[8703,Motor vehicles of engine capacity not exceeding 1500 cc,
[9003,"Frames and mountings for spectacles,
goggles or the like, and parts thereof",0.12
[Except,"Vegetable parchment, tracing papers and other glazed transparent or translucent papers, in rolls or sheets (other than
greaseproof paper, glassine paper)",0.18
[Except,"Ivory, tortoise-shell, whalebone and whalebone hair,
horns, unworked or simply prepared but not cut to shape; powder and waste of these products.",0.05
[Except,"Porphyry, basalt, sandstone and other monumental or building stone, whether or not roughly trimmed or merely
cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape.",0.05
[Except,"Envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; [other than boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an
assortment of paper stationery including writing blocks]",0.18
[other,"Ginger other than fresh ginger, saffron, turmeric (curcuma) other than fresh turmeric, thyme, bay leaves, curry and other spices",0.05
[other,"Vegetable products not elsewhere specified or included such as, Cotton linters, Soap nuts, Hard seeds, pips, hulls and nuts, of a kind used primarily for carving, Rudraksha seeds [other than bidi wrapper leaves (tendu), betel leaves, Indian katha, coconut shell, unworked",0.05
[other,"All goods i.e. Corn flakes, bulgar wheat, prepared foods obtained from cereal flakes [other than Puffed rice, commonly known as Muri, flattened or beaten rice, commonly known as Chira, parched rice, commonly known as khoi, parched paddy or rice coated with sugar or gur,
commonly known as Murki",0.18
[other,"Malt extract, food preparations of flour, groats, meal, starch or malt extract, not containing cocoa or containing less than 40% by weight of cocoa calculated on a totally defatted basis, not elsewhere specified or included; food preparations of goods of heading 0401 to 0404, not containing cocoa or containing less than 5% by weight of cocoa calculated on a
totally defatted basis not elsewhere specified or included [other than mixes
and doughs for the preparation of bakers’ wares of heading 1905]",0.18
[other,"Other made up textile articles, sets, of sale value not exceeding Rs. 1000 per piece",0.05
[other,"Seats (other than those of heading 9402), whether or not convertible into beds, and parts thereof [other than seats of a kind
used for aircraft]",0.18
[other,"Brushes (including brushes constituting parts of machines, appliances or vehicles), hand operated mechanical floor sweepers, not motorised, mops and feather dusters; prepared knots and tufts for broom or brush making; paint pads and rollers; squeegees (other than roller squeegees) [other than brooms and brushes, consisting of twigs or other vegetable materials
bound together, with or without handles]",0.18
